AF3,F7,F3,FC5,T7,P7,O1,02,P8,T8,FC6,F4,F8,AF4,label
4242.56,4002.05,4241.03,4111.79,4337.44,4615.38,4042.05,4603.59,4167.18,4205.13,4169.74,4251.28,4546.15,4302.05,0
4294.36,3997.44,4259.49,4122.56,4333.85,4617.44,4080.51,4601.03,4196.41,4227.69,4194.87,4271.79,4597.44,4348.72,0
4298.46,3991.79,4265.13,4119.49,4335.38,4624.1,4076.41,4617.95,4208.72,4221.03,4190.26,4282.56,4577.95,4359.49,0
4296.41,3991.79,4278.46,4119.49,4333.85,4606.15,4061.54,4613.33,4196.92,4218.46,4195.9,4288.21,4598.46,4352.31,1
4404.1,4031.28,4309.74,4136.92,4358.46,4630.26,4069.74,4626.67,4224.1,4278.46,4273.33,4331.28,4749.74,4506.15,1
4297.95,4011.28,4282.05,4114.36,4342.05,4621.54,4083.08,4628.21,4217.95,4245.64,4215.9,4296.92,4610.77,4362.05,0
4305.64,3981.03,4281.03,4125.13,4360.0,4639.49,4092.31,4648.21,4222.05,4265.64,4231.79,4294.87,4655.38,4403.08,1
4216.92,3972.31,4222.56,4095.38,4337.95,4615.38,4081.54,4602.05,4197.95,4211.79,4175.38,4249.23,4548.72,4285.13,0
4279.49,3982.05,4260.51,4116.41,4332.31,4602.05,4049.23,4602.56,4182.56,4218.97,4182.56,4258.97,4583.08,4343.08,0
4266.15,3958.46,4277.44,4124.62,4332.31,4615.38,4054.87,4600.0,4198.46,4217.95,4179.49,4282.05,4586.15,4322.05,0
4310.77,3998.46,4271.79,4127.69,4348.21,4638.97,4061.54,4632.82,4220.51,4248.72,4228.72,4288.72,4617.44,4374.36,0
4290.26,4008.72,4271.79,4127.18,4345.13,4614.87,4042.05,4606.15,4186.15,4231.28,4192.82,4264.1,4598.46,4354.87,0
4300.0,3999.49,4252.82,4102.05,4324.1,4601.03,4082.56,4603.59,4186.67,4215.38,4208.21,4277.95,4597.44,4369.74,1
4427.18,3990.26,4281.03,4107.18,4310.77,4574.87,4061.03,4608.21,4188.21,4238.97,4297.44,4343.08,4783.59,4530.77,1
4291.79,4006.67,4278.46,4125.64,4345.13,4611.79,4042.56,4600.0,4193.33,4229.74,4191.79,4262.05,4597.95,4356.92,0
4326.15,4011.28,4276.92,4142.05,4344.1,4582.56,4092.82,4608.72,4194.36,4228.72,4212.82,4277.95,4637.44,4393.33,0
4271.79,3983.08,4253.33,4110.26,4334.36,4602.05,4054.87,4625.64,4210.77,4217.95,4207.18,4282.05,4589.74,4351.79,1
4297.95,4004.1,4247.18,4119.49,4337.95,4618.97,4075.38,4597.44,4194.87,4234.36,4190.77,4282.56,4593.33,4361.03,0
4357.44,4046.15,4320.51,4173.33,4408.21,4683.59,4149.74,4682.05,4270.26,4293.33,4281.54,4328.21,4673.85,4418.46,1
4356.92,4034.87,4291.28,4140.0,4339.49,4616.92,4047.69,4593.85,4189.23,4226.67,4216.92,4277.95,4618.46,4389.23,0
4301.03,3998.97,4261.03,4107.69,4331.79,4630.26,4086.67,4625.13,4212.31,4237.44,4209.74,4286.15,4597.95,4374.87,0
4284.62,4006.67,4249.23,4116.41,4331.79,4613.85,4053.33,4609.74,4189.23,4227.18,4205.13,4267.69,4608.72,4351.28,0
4276.92,3971.28,4248.72,4107.18,4330.26,4606.15,4040.51,4595.9,4178.46,4216.41,4190.26,4254.36,4590.26,4341.54,0
4307.69,3989.74,4261.03,4121.03,4334.36,4619.49,4091.28,4605.64,4204.1,4235.9,4208.72,4287.18,4610.77,4358.46,0
4287.69,4016.92,4263.08,4123.08,4330.77,4620.51,4089.23,4610.77,4197.95,4217.44,4185.64,4272.82,4576.41,4350.77,0
4240.51,4035.38,4216.92,4114.87,4335.38,4617.44,4051.79,4595.38,4179.49,4190.26,4160.0,4230.26,4556.41,4294.87,0
4281.54,3987.69,4262.05,4104.1,4330.77,4616.41,4048.72,4607.69,4188.21,4226.67,4168.72,4272.31,4600.0,4354.87,0
4309.23,4036.41,4247.69,4113.33,4350.77,4630.26,4116.92,4628.72,4232.31,4245.13,4220.51,4281.03,4620.51,4361.54,1
4412.31,4050.26,4289.74,4146.15,4357.44,4622.56,4077.95,4604.62,4200.0,4258.46,4237.95,4309.23,4676.92,4461.54,0
4288.21,4047.18,4257.44,4133.33,4346.67,4624.1,4058.97,4596.41,4206.67,4221.54,4201.54,4263.59,4605.13,4342.56,0
4313.85,4018.97,4264.62,4124.1,4344.1,4618.97,4064.1,4631.28,4215.38,4250.26,4183.59,4277.95,4618.97,4365.13,1
4306.67,4013.85,4258.46,4130.77,4328.21,4601.54,4061.03,4604.1,4194.36,4222.56,4196.41,4274.36,4597.44,4363.08,1
4289.74,3998.97,4258.97,4119.49,4341.54,4610.77,4073.33,4608.72,4201.54,4231.79,4201.54,4282.56,4634.87,4366.15,1
4275.38,3959.49,4261.03,4094.36,4350.77,4622.56,4082.56,4618.97,4200.51,4232.82,4205.13,4269.23,4616.92,4363.59,1
4277.44,3977.44,4252.31,4108.72,4318.97,4604.62,4073.33,4603.08,4202.05,4220.51,4189.74,4269.74,4576.92,4336.41,0
4301.03,4005.64,4266.67,4123.59,4346.15,4629.74,4060.51,4604.1,4190.77,4222.56,4172.31,4269.23,4601.54,4356.92,0
4261.03,4043.59,4263.08,4126.15,4347.18,4620.51,4075.38,4599.49,4188.21,4224.62,4180.0,4261.03,4553.33,4304.62,1
4278.97,4008.21,4243.08,4109.23,4333.85,4617.44,4101.03,4595.9,4196.92,4214.36,4185.13,4269.23,4568.21,4326.15,0
4435.9,4095.9,4300.51,4172.31,4320.0,4587.69,4051.28,4572.31,4175.9,4220.0,4180.0,4317.44,4663.08,4478.46,0
4360.0,4000.0,4293.85,4120.0,4348.72,4632.82,4093.85,4617.44,4212.82,4261.54,4227.69,4306.15,4640.51,4417.95,1
4285.64,3987.18,4266.67,4108.72,4332.82,4604.62,4052.31,4613.85,4207.69,4230.26,4192.82,4272.82,4589.23,4357.95,0
4396.41,4078.46,4272.31,4148.21,4318.97,4594.87,4059.49,4588.72,4177.44,4201.54,4158.97,4286.15,4637.95,4443.08,0
4430.26,4123.08,4268.21,4156.92,4336.92,4592.31,4069.74,4592.82,4172.82,4203.08,4217.95,4298.97,4642.05,4452.31,0
4285.64,3990.26,4263.59,4105.64,4337.95,4613.85,4074.36,4623.08,4196.41,4230.26,4210.77,4284.62,4598.97,4347.69,0
4276.92,4000.51,4253.33,4129.74,4321.54,4623.59,4056.41,4615.38,4199.49,4216.41,4191.28,4263.59,4604.62,4324.62,1
4274.87,3987.69,4247.18,4093.33,4338.46,4615.38,4076.41,4606.15,4182.05,4215.38,4186.67,4271.28,4609.74,4341.03,1
4260.51,3956.92,4231.79,4095.38,4324.62,4608.72,4073.85,4599.49,4186.67,4209.74,4176.41,4256.41,4568.21,4311.28,0
4361.54,3982.56,4266.67,4127.69,4349.74,4600.51,4067.18,4589.23,4183.08,4230.26,4214.87,4295.38,4627.69,4421.54,1
4282.05,3982.05,4263.08,4127.69,4338.46,4617.95,4058.97,4637.95,4215.38,4241.03,4214.87,4285.64,4597.44,4338.97,1
4291.28,4008.72,4247.69,4122.05,4321.03,4569.74,4079.49,4615.38,4193.33,4217.95,4194.87,4278.97,4596.92,4348.21,0
4286.15,3996.92,4264.62,4122.56,4336.92,4618.46,4094.87,4624.62,4202.56,4236.41,4200.51,4278.46,4609.74,4358.97,1
4300.0,3992.82,4271.28,4147.18,4347.69,4633.85,4060.0,4621.03,4211.79,4223.59,4197.95,4280.51,4588.72,4345.13,0
4411.79,4118.97,4295.38,4158.46,4343.59,4604.62,4051.79,4581.03,4181.03,4206.67,4201.03,4299.49,4619.49,4438.97,1
4275.9,3988.72,4258.46,4106.15,4336.41,4621.03,4070.26,4620.0,4210.26,4232.82,4204.1,4264.62,4607.18,4333.85,0
4293.33,3991.28,4262.56,4121.54,4341.54,4616.92,4068.72,4622.56,4208.72,4243.59,4202.56,4275.38,4602.05,4357.95,0
4304.62,4025.64,4271.28,4112.82,4333.33,4614.36,4056.92,4611.79,4191.28,4234.36,4165.64,4264.1,4594.36,4366.67,0
4298.97,3980.0,4263.08,4110.26,4340.0,4620.51,4078.97,4628.21,4212.31,4237.44,4200.0,4281.03,4581.54,4352.82,1
4289.74,3985.13,4257.95,4118.97,4336.41,4624.62,4084.62,4607.69,4194.87,4226.67,4195.9,4276.92,4596.92,4342.05,0
4364.1,4053.33,4335.38,4198.97,4413.85,4690.77,4143.08,4681.03,4268.72,4300.0,4273.33,4331.28,4678.46,4426.15,1
4290.26,4006.15,4274.87,4107.69,4346.67,4632.31,4089.23,4623.59,4214.36,4250.77,4219.49,4291.79,4610.77,4364.1,0
4281.03,3987.69,4265.64,4108.21,4337.95,4615.38,4057.44,4611.28,4196.41,4234.87,4200.0,4265.13,4600.51,4353.33,0
4355.38,4054.87,4279.49,4142.56,4333.85,4603.08,4050.26,4587.18,4162.56,4189.74,4175.9,4275.9,4576.92,4384.1,1
4300.51,4016.92,4273.33,4142.56,4346.15,4614.36,4058.46,4597.95,4196.41,4220.51,4204.62,4277.95,4613.33,4365.64,0
4404.1,4073.33,4296.92,4154.87,4325.64,4604.1,4060.0,4620.51,4203.59,4231.28,4227.18,4315.38,4641.03,4462.56,0
4291.28,3996.41,4262.56,4129.74,4349.23,4638.46,4099.49,4629.23,4218.46,4254.36,4214.87,4284.1,4618.46,4366.15,1
4274.87,4026.15,4261.03,4121.03,4356.41,4633.85,4088.72,4634.36,4210.77,4235.38,4191.28,4273.85,4563.08,4334.36,0
4299.49,4001.54,4273.33,4109.23,4335.9,4615.38,4063.08,4619.49,4208.21,4243.08,4166.15,4273.33,4602.56,4356.41,0
4294.87,4007.18,4262.05,4121.03,4360.0,4632.31,4093.33,4621.54,4201.54,4229.23,4215.38,4276.41,4603.08,4367.69,1
4285.13,3978.97,4267.18,4134.87,4346.67,4618.46,4070.77,4612.82,4184.62,4204.1,4182.56,4266.15,4586.67,4339.49,0
4278.97,3992.31,4248.72,4113.33,4322.56,4607.69,4050.26,4600.51,4188.21,4209.74,4179.49,4258.97,4583.59,4336.41,1
4312.82,4034.87,4282.56,4138.46,4351.28,4640.0,4087.69,4642.56,4218.46,4250.77,4200.0,4293.33,4627.18,4383.59,0
4315.9,4012.31,4284.1,4143.08,4349.74,4620.0,4065.13,4641.03,4218.97,4251.28,4229.23,4306.67,4621.54,4385.64,1
4276.92,3996.41,4251.28,4111.28,4332.82,4629.23,4062.05,4623.59,4210.26,4237.95,4204.62,4269.74,4598.46,4339.49,0
4324.1,4036.92,4261.03,4104.1,4346.67,4626.15,4112.82,4624.1,4217.95,4233.85,4225.13,4290.77,4633.85,4382.05,1
4275.9,4007.18,4254.36,4128.72,4331.28,4624.62,4069.23,4602.05,4182.56,4220.51,4180.0,4268.21,4581.03,4325.64,0
4295.38,3995.38,4253.85,4113.33,4337.95,4613.85,4068.72,4627.18,4197.44,4239.49,4222.05,4286.67,4599.49,4356.41,1
4329.23,4026.15,4281.03,4141.03,4336.92,4585.64,4085.64,4613.33,4203.59,4233.85,4213.33,4281.54,4630.77,4387.18,0
4326.67,3985.13,4276.92,4107.69,4341.54,4627.18,4087.18,4612.31,4206.67,4256.41,4223.08,4289.23,4633.33,4391.79,1
4290.26,4010.77,4249.74,4120.0,4333.33,4615.38,4076.92,4605.64,4193.85,4236.41,4198.97,4267.69,4598.46,4335.38,1
4292.31,4013.33,4259.49,4107.18,4339.49,4632.31,4067.18,4624.1,4208.21,4234.36,4198.97,4265.64,4592.31,4335.38,0
4327.69,3911.79,4248.21,4065.13,4321.54,4606.15,4103.08,4650.26,4243.59,4271.79,4287.18,4329.74,4735.9,4446.67,1
4273.85,3999.49,4243.59,4094.36,4330.26,4607.69,4041.03,4598.46,4179.49,4213.85,4186.67,4254.87,4599.49,4325.64,1
4281.54,4038.46,4251.79,4153.85,4342.56,4611.28,4064.62,4594.87,4188.21,4204.1,4166.15,4261.03,4557.44,4325.64,1
4292.31,4010.77,4274.36,4125.13,4332.82,4634.36,4084.1,4606.67,4187.18,4224.1,4176.92,4288.72,4591.79,4359.49,0
4283.08,3963.59,4263.08,4106.67,4336.41,4628.72,4074.36,4636.92,4213.85,4241.54,4209.23,4285.13,4612.31,4340.0,0
4281.54,3990.77,4258.97,4112.82,4338.97,4617.44,4053.85,4602.56,4176.41,4207.69,4200.51,4266.67,4601.54,4337.95,0
4305.13,3998.46,4272.31,4122.05,4347.18,4628.21,4089.74,4626.67,4197.44,4227.18,4213.33,4283.08,4613.85,4360.0,0
4369.23,4026.67,4272.82,4121.03,4318.46,4608.21,4061.54,4614.87,4194.36,4250.77,4241.54,4304.1,4663.08,4436.92,1
4289.23,3996.41,4247.18,4100.51,4345.64,4624.62,4062.05,4615.9,4212.31,4234.87,4212.31,4266.15,4618.97,4352.31,0
4293.33,4006.15,4264.62,4106.15,4334.36,4612.82,4089.23,4610.26,4184.1,4216.41,4194.36,4282.05,4587.18,4357.44,1
4315.38,4041.03,4263.59,4123.08,4351.28,4635.38,4108.21,4645.13,4236.92,4242.05,4223.08,4292.31,4621.54,4368.21,1
4301.54,4010.77,4265.64,4111.28,4343.59,4626.67,4083.59,4629.23,4204.62,4237.95,4195.9,4284.1,4610.77,4366.67,0
4289.23,4001.03,4250.26,4117.44,4329.74,4609.23,4067.18,4593.85,4188.72,4216.92,4138.46,4269.74,4591.79,4344.62,0
4336.92,3988.72,4278.97,4128.72,4352.82,4638.97,4089.74,4624.62,4205.64,4253.33,4207.18,4289.23,4617.95,4387.69,1
4375.38,4072.82,4263.08,4150.26,4337.95,4582.56,4056.92,4599.49,4185.13,4219.49,4214.87,4290.26,4628.21,4412.31,0
4303.08,4061.03,4272.31,4134.87,4357.44,4626.15,4071.28,4603.59,4214.87,4235.38,4208.21,4276.41,4617.44,4358.46,0
4277.95,4002.05,4261.54,4131.79,4362.05,4630.77,4072.82,4608.72,4190.26,4221.03,4195.9,4260.51,4606.67,4333.85,0
4280.0,3978.46,4261.03,4097.44,4322.05,4615.9,4061.03,4609.23,4185.13,4225.13,4185.64,4264.62,4583.59,4343.08,1
4317.44,3963.59,4250.77,4111.28,4319.49,4597.95,4067.69,4618.97,4212.31,4261.03,4209.23,4299.49,4696.41,4414.36,1
4284.1,3990.26,4267.18,4112.82,4326.67,4623.59,4060.51,4612.82,4204.62,4242.05,4208.72,4289.74,4624.62,4362.05,0
4287.69,3993.33,4265.13,4118.97,4337.44,4616.41,4070.26,4614.36,4195.38,4229.74,4207.18,4278.97,4584.1,4359.49,0
4301.03,4010.26,4279.49,4150.26,4332.31,4618.97,4058.97,4620.0,4214.36,4230.77,4215.9,4280.51,4616.92,4361.54,1
4284.1,4001.03,4266.67,4120.51,4333.85,4598.46,4040.0,4606.67,4202.05,4240.51,4209.74,4275.9,4613.85,4349.74,1
4299.49,4038.97,4263.08,4115.38,4355.38,4620.51,4068.72,4591.79,4194.87,4225.13,4190.77,4273.85,4600.51,4345.13,0
4272.31,3990.26,4263.59,4116.92,4336.41,4634.36,4095.38,4625.13,4217.44,4234.36,4197.95,4276.92,4590.77,4347.69,0
4293.33,4031.79,4262.05,4139.49,4364.1,4645.64,4099.49,4657.95,4217.44,4221.03,4201.03,4279.49,4595.9,4342.05,0
4285.13,3989.23,4249.74,4096.41,4333.33,4602.05,4052.31,4606.15,4194.36,4230.77,4202.56,4272.82,4589.74,4350.77,1
4332.31,4021.03,4296.92,4138.97,4344.62,4616.41,4055.38,4610.77,4205.13,4243.08,4222.56,4292.82,4625.13,4384.62,1
4276.92,4027.18,4244.1,4122.05,4352.82,4615.9,4103.08,4601.03,4204.62,4220.0,4184.62,4262.05,4569.74,4322.05,0
4233.33,4018.46,4212.82,4107.69,4327.69,4615.38,4050.26,4593.85,4171.28,4187.69,4156.41,4226.15,4551.79,4283.08,0
4287.69,4020.0,4285.13,4142.05,4371.79,4657.95,4105.13,4661.03,4228.21,4256.41,4228.72,4293.33,4631.79,4358.46,0
4380.51,4054.87,4285.13,4141.54,4332.82,4615.9,4054.87,4604.62,4193.33,4230.26,4224.1,4294.36,4635.38,4429.74,0
4256.92,3968.21,4222.56,4106.15,4325.64,4609.23,4072.31,4601.03,4190.26,4220.51,4170.77,4253.33,4583.59,4333.33,1
4289.23,4028.72,4270.77,4122.56,4340.0,4616.92,4045.64,4604.62,4197.44,4233.85,4211.79,4283.08,4630.77,4355.38,1
4275.38,3985.64,4246.67,4103.59,4331.79,4621.03,4071.28,4629.74,4212.31,4236.41,4194.36,4272.31,4595.38,4345.64,0
4407.18,4101.03,4369.74,4220.51,4446.15,4734.87,4155.38,4702.56,4284.1,4333.85,4308.21,4381.54,4701.03,4455.9,0
4380.51,3997.44,4269.74,4124.1,4350.26,4599.49,4066.67,4584.1,4187.18,4242.05,4222.05,4297.95,4642.56,4440.0,1
4287.18,3926.15,4241.03,4071.79,4328.21,4602.56,4089.74,4626.67,4212.31,4235.9,4238.46,4297.95,4666.15,4382.56,1
4295.38,3998.46,4267.18,4090.26,4338.46,4628.72,4085.13,4634.36,4219.49,4247.69,4224.1,4291.28,4614.87,4368.72,0
4369.74,4002.56,4294.87,4141.54,4359.49,4642.05,4085.64,4641.03,4242.05,4273.85,4227.18,4311.28,4637.44,4418.46,1
4280.51,3987.18,4261.03,4107.69,4326.67,4606.15,4043.59,4606.67,4188.21,4207.18,4174.87,4268.72,4580.51,4341.03,0
4294.87,4008.72,4263.59,4122.56,4331.28,4611.79,4058.46,4593.33,4192.31,4242.56,4201.03,4274.36,4606.67,4350.26,1
4308.21,4036.41,4277.44,4155.38,4341.03,4611.79,4071.28,4610.26,4190.77,4229.74,4197.44,4270.77,4602.56,4345.13,1
4270.77,3946.15,4249.74,4097.95,4328.21,4619.49,4070.77,4622.56,4210.26,4233.85,4201.54,4270.77,4615.38,4352.31,0
4287.18,3970.26,4263.59,4107.18,4338.97,4632.31,4076.92,4640.0,4231.79,4244.1,4212.31,4281.03,4628.21,4368.21,0
4294.87,4011.79,4260.0,4107.69,4332.31,4608.72,4061.54,4607.18,4185.13,4224.62,4195.38,4267.69,4592.31,4351.28,1
4269.23,3969.74,4246.67,4103.08,4344.62,4626.15,4075.9,4615.9,4197.44,4226.67,4196.41,4259.49,4598.97,4331.28,0
4280.51,3961.03,4261.03,4107.69,4340.0,4628.72,4075.38,4635.38,4217.44,4234.36,4206.67,4282.56,4609.74,4340.51,0
4272.31,3990.77,4246.15,4106.67,4326.67,4618.97,4074.87,4599.49,4199.49,4237.44,4200.51,4269.23,4596.41,4332.82,1
4327.69,4006.67,4295.38,4156.41,4336.92,4583.59,4096.92,4630.26,4207.69,4222.05,4206.67,4282.05,4628.72,4389.23,0
4292.82,4002.56,4248.72,4107.69,4340.51,4615.38,4050.26,4620.51,4203.08,4232.31,4204.62,4274.36,4600.51,4354.36,1
4277.44,3965.13,4260.51,4112.82,4317.95,4604.62,4054.36,4624.1,4190.26,4225.13,4205.64,4282.56,4591.28,4350.77,1
4296.92,4010.77,4262.05,4104.62,4326.15,4613.85,4056.41,4610.77,4190.26,4230.77,4183.59,4257.95,4586.15,4352.31,0
4314.87,4018.97,4283.08,4142.05,4337.95,4600.0,4084.1,4608.72,4201.54,4226.67,4215.38,4293.33,4629.74,4377.95,0
4278.46,3925.64,4244.62,4107.69,4336.92,4629.74,4068.72,4615.38,4205.64,4223.08,4205.13,4266.15,4596.41,4334.87,0
4363.08,4043.08,4279.49,4143.59,4340.0,4618.46,4043.59,4586.67,4182.05,4219.49,4206.15,4277.44,4618.46,4397.44,0
4240.51,3967.18,4232.31,4102.56,4337.95,4635.38,4094.87,4639.49,4221.54,4232.82,4197.95,4267.69,4585.13,4332.82,0
4296.41,4016.92,4263.08,4117.95,4333.33,4616.92,4089.74,4605.13,4188.21,4214.87,4181.54,4273.85,4578.46,4352.82,0
4297.95,4047.18,4251.28,4124.1,4345.64,4627.69,4072.31,4611.79,4201.54,4225.13,4207.18,4273.85,4609.23,4358.46,0
4323.59,4068.72,4287.18,4153.85,4347.69,4625.64,4087.18,4602.56,4193.33,4226.67,4195.9,4284.1,4577.95,4351.28,1
4279.49,3985.64,4244.1,4110.26,4338.46,4618.46,4062.05,4617.44,4206.67,4231.28,4204.62,4269.23,4597.44,4331.79,0
4321.03,3934.36,4250.77,4075.9,4325.64,4607.18,4097.95,4637.95,4227.18,4262.56,4271.28,4321.54,4707.69,4422.05,1
4287.18,4000.0,4247.18,4104.62,4342.56,4616.92,4057.44,4606.15,4180.51,4214.36,4180.51,4257.95,4571.28,4347.18,1
4487.69,4133.33,4311.28,4168.21,4335.38,4586.15,4073.85,4596.92,4192.82,4247.18,4287.18,4353.33,4753.85,4535.9,0
4295.9,4023.59,4264.62,4140.0,4347.18,4628.72,4089.74,4618.46,4229.23,4253.33,4209.74,4278.97,4615.38,4348.72,1
4362.56,4049.74,4330.77,4198.46,4407.69,4687.69,4135.38,4666.67,4247.18,4288.72,4272.82,4332.31,4676.41,4428.72,1
4275.38,4011.28,4254.87,4114.36,4346.67,4619.49,4086.15,4626.67,4209.23,4232.31,4192.82,4270.77,4592.31,4335.9,0
4308.72,3994.36,4265.13,4107.69,4331.28,4617.44,4055.38,4589.74,4168.21,4222.05,4208.72,4277.44,4597.95,4372.31,0
4304.1,4012.82,4267.69,4123.08,4344.62,4629.74,4080.0,4629.23,4198.46,4239.49,4201.03,4285.13,4616.41,4371.79,0
4406.67,4096.92,4298.46,4156.92,4330.77,4601.03,4049.23,4595.38,4176.92,4194.36,4180.0,4296.92,4577.44,4421.03,1
4309.74,4008.21,4281.03,4141.03,4334.36,4602.05,4084.62,4618.97,4212.82,4242.05,4213.33,4289.74,4625.64,4363.59,0
4264.1,3973.85,4250.26,4120.0,4326.15,4599.49,4053.85,4628.72,4210.77,4221.03,4205.64,4275.9,4581.03,4333.33,1
4282.05,3976.41,4260.0,4107.18,4332.82,4602.05,4055.38,4614.87,4193.33,4228.72,4190.26,4258.46,4584.1,4336.92,0
4279.49,4027.69,4264.62,4135.9,4344.1,4619.49,4043.08,4612.82,4210.26,4241.54,4207.69,4273.33,4628.21,4352.31,1
4294.87,3996.41,4258.97,4127.18,4345.13,4628.21,4082.05,4632.31,4191.79,4218.46,4208.72,4280.51,4617.95,4363.08,0
4377.95,4083.59,4341.03,4193.33,4422.05,4716.92,4143.59,4693.85,4277.95,4320.51,4288.72,4355.9,4689.74,4446.15,0
4325.64,4009.74,4286.15,4120.51,4341.03,4611.28,4060.0,4618.46,4210.26,4239.49,4209.74,4289.74,4598.97,4372.82,1
4283.08,3995.9,4264.1,4107.18,4320.51,4599.49,4041.54,4612.82,4194.36,4207.18,4192.82,4272.31,4580.51,4350.26,1
4333.33,4023.59,4264.62,4137.95,4331.28,4599.49,4065.64,4578.97,4172.31,4211.28,4191.79,4276.92,4603.08,4393.85,1
4304.1,4043.59,4282.05,4145.13,4386.15,4660.0,4112.31,4675.9,4257.44,4282.56,4233.33,4304.1,4654.87,4375.9,1
4291.28,4009.74,4266.67,4124.1,4341.54,4614.87,4075.38,4616.92,4199.49,4238.97,4212.82,4280.0,4608.21,4365.13,1
4295.38,3994.36,4270.26,4102.56,4338.46,4627.69,4065.64,4627.18,4200.0,4241.03,4169.74,4271.79,4601.03,4365.64,0
4270.26,3978.46,4247.18,4093.33,4333.33,4617.44,4069.74,4608.21,4201.54,4221.03,4195.38,4264.1,4593.85,4323.08,0
4296.41,4008.72,4249.23,4122.56,4325.64,4590.77,4049.74,4580.51,4162.05,4194.87,4169.23,4255.9,4572.82,4350.77,1
4293.33,4008.21,4247.69,4120.0,4323.59,4587.69,4051.79,4582.56,4170.26,4193.85,4169.74,4257.44,4570.26,4350.77,1
4273.33,3996.92,4257.95,4109.74,4340.51,4626.67,4089.23,4617.95,4196.92,4210.77,4199.49,4274.87,4585.64,4326.15,0
4320.51,4051.28,4281.54,4158.46,4340.0,4626.15,4066.15,4589.74,4178.46,4214.87,4191.79,4271.28,4584.62,4358.97,1
4272.82,3974.36,4247.18,4073.33,4332.31,4637.44,4091.28,4641.03,4233.85,4260.0,4209.23,4275.38,4596.92,4347.69,0
4329.23,4006.15,4271.79,4120.0,4318.97,4602.56,4060.51,4610.77,4190.26,4212.82,4193.85,4279.49,4582.56,4372.31,1
4289.23,3990.77,4259.49,4106.15,4333.85,4622.05,4070.77,4622.56,4192.82,4220.51,4200.51,4283.59,4577.44,4348.21,0
4297.95,4023.59,4257.95,4124.1,4342.05,4620.0,4035.38,4607.18,4202.05,4236.92,4211.79,4278.46,4625.64,4363.59,1
4275.9,4023.59,4249.23,4108.72,4338.46,4616.92,4043.08,4595.9,4187.18,4235.9,4198.46,4262.05,4620.0,4332.31,1
4272.31,3994.36,4234.87,4110.77,4328.21,4614.87,4044.1,4593.85,4194.36,4224.1,4192.82,4256.92,4615.38,4326.67,1
4304.62,4002.56,4267.69,4107.18,4343.59,4623.59,4078.97,4613.85,4205.64,4238.46,4208.21,4287.18,4598.46,4363.08,0
4283.08,4006.67,4265.13,4107.18,4335.9,4618.97,4055.9,4612.82,4196.41,4222.05,4195.38,4274.36,4607.18,4345.64,1
4287.18,4035.38,4265.64,4134.36,4349.23,4616.41,4048.21,4589.74,4171.79,4221.03,4183.59,4266.15,4567.18,4328.72,1
4328.72,4010.77,4296.92,4141.54,4374.87,4655.9,4104.1,4648.72,4223.59,4243.08,4193.33,4300.0,4612.31,4374.87,1
4286.15,4005.13,4263.59,4132.82,4328.72,4609.74,4035.38,4595.9,4178.97,4217.44,4192.82,4277.44,4606.15,4337.44,1
4309.74,4013.85,4270.77,4139.49,4355.38,4621.03,4074.36,4627.69,4207.69,4244.62,4219.49,4287.18,4623.59,4365.64,0
4293.85,4004.62,4245.64,4103.59,4335.38,4621.54,4058.97,4620.51,4195.38,4246.15,4197.95,4267.18,4596.41,4351.28,1
4280.0,4004.1,4249.74,4106.67,4326.67,4609.23,4041.54,4599.49,4185.13,4215.9,4190.77,4260.0,4598.46,4334.87,1
4304.62,4018.46,4272.31,4139.49,4340.0,4619.49,4082.56,4637.95,4203.08,4226.67,4179.49,4278.46,4602.05,4360.0,1
4298.97,4010.77,4264.62,4129.74,4339.49,4622.05,4074.87,4598.97,4198.46,4238.97,4202.56,4278.46,4602.05,4345.64,1
4306.15,4021.03,4270.26,4142.56,4350.26,4619.49,4082.05,4614.87,4198.97,4244.62,4209.74,4273.85,4619.49,4368.21,1
4280.0,4036.92,4247.18,4107.18,4344.1,4616.92,4071.28,4605.64,4197.44,4218.46,4189.74,4261.54,4590.26,4334.87,0
4283.08,3992.82,4248.21,4109.23,4338.97,4617.44,4043.08,4629.23,4235.38,4257.44,4215.9,4283.08,4601.54,4355.38,1
4370.77,4010.77,4276.41,4111.79,4338.46,4617.95,4069.74,4614.36,4207.69,4240.0,4240.0,4300.51,4677.44,4434.36,0
4276.41,3987.69,4249.23,4105.13,4325.64,4606.67,4047.69,4606.67,4177.95,4208.72,4180.51,4258.46,4560.0,4324.1,1
4273.33,3984.1,4257.95,4107.18,4334.36,4607.69,4071.79,4596.41,4188.21,4230.26,4198.46,4277.95,4611.79,4354.87,1
4292.31,4043.59,4262.05,4122.56,4340.51,4615.38,4057.95,4591.28,4184.62,4214.36,4182.05,4261.03,4605.13,4335.38,0
4259.49,4054.36,4268.72,4166.67,4389.23,4658.46,4104.1,4648.21,4222.05,4238.46,4193.85,4277.95,4595.38,4308.21,1
4334.36,4036.92,4311.79,4171.28,4382.05,4656.41,4100.0,4647.69,4237.95,4254.87,4215.38,4313.85,4644.62,4394.87,1
4223.08,3969.74,4222.56,4102.05,4331.28,4617.44,4073.85,4601.03,4185.64,4216.92,4175.9,4250.26,4546.15,4282.56,0
